account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count
1.84097E+14,1.03575E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035748639856695,19-09-2016,link,mostly true,,13,101,73
1.84097E+14,1.03577E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035767019854857,19-09-2016,video,no factual content,,25,207,108
1.84097E+14,1.03578E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035778606520365,19-09-2016,link,mostly true,,2,37,25
1.84097E+14,1.0358E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035801043184788,19-09-2016,link,mostly true,,25,263,87
1.84097E+14,1.03583E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035825603182332,19-09-2016,link,mostly true,,15,106,29
1.84097E+14,1.03586E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035859429845616,19-09-2016,link,mostly true,,3,24,6
1.84097E+14,1.03588E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035884803176412,19-09-2016,link,mostly true,,23,98,8
1.84097E+14,1.03592E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1035916476506578,20-09-2016,link,mostly true,,5,36,20
1.84097E+14,1.03615E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036151719816387,20-09-2016,link,mixture of true and false,,117,614,70
1.84097E+14,1.0362E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036199296478296,20-09-2016,link,mostly true,,6,45,23
1.84097E+14,1.03622E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036218169809742,20-09-2016,video,mostly true,,,233,32
1.84097E+14,1.03625E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036245469807012,20-09-2016,video,mostly true,,24,211,46
1.84097E+14,1.03625E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036251303139762,20-09-2016,link,mostly true,,1,23,15
1.84097E+14,1.03627E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036268139804745,20-09-2016,video,mostly true,,231,572,76
1.84097E+14,1.0363E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036296946468531,20-09-2016,link,mostly true,,31,170,97
1.84097E+14,1.03634E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036336249797934,20-09-2016,link,mostly true,,,13,4
1.84097E+14,1.03635E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036354179796141,20-09-2016,video,no factual content,,,39,6
1.84097E+14,1.03637E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036370659794493,20-09-2016,video,mostly true,,104,627,206
1.84097E+14,1.0364E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036399716458254,20-09-2016,video,mostly true,,30,25,13
1.84097E+14,1.03643E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036432846454941,20-09-2016,link,mostly true,,15,209,47
1.84097E+14,1.03645E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036447253120167,20-09-2016,link,mostly true,,3,29,5
1.84097E+14,1.03647E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036474553117437,20-09-2016,link,mostly true,,4,80,44
1.84097E+14,1.0365E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036496423115250,20-09-2016,link,mostly true,,339,430,231
1.84097E+14,1.03651E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036514203113472,20-09-2016,link,mostly true,,,14,4
1.84097E+14,1.03655E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036552873109605,20-09-2016,link,mostly true,,9,37,12
1.84097E+14,1.03658E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036582596439966,20-09-2016,link,mostly true,,45,273,70
1.84097E+14,1.03661E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036611373103755,20-09-2016,link,mostly true,,,12,4
1.84097E+14,1.03664E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036644986433727,20-09-2016,link,mostly true,,11,83,57
1.84097E+14,1.03668E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1036675696430656,20-09-2016,link,mostly true,,35,243,81
1.84097E+14,1.037E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037004463064446,21-09-2016,video,no factual content,,,63,1
1.84097E+14,1.03701E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037005106397715,21-09-2016,link,mostly true,,42,68,48
1.84097E+14,1.03703E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037034746394751,21-09-2016,video,no factual content,,72,137,76
1.84097E+14,1.03708E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037075549724004,21-09-2016,link,mostly true,,7,63,27
1.84097E+14,1.0371E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037097846388441,21-09-2016,video,mostly true,,246,704,386
1.84097E+14,1.03711E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037112079720351,21-09-2016,link,mostly true,,3,98,36
1.84097E+14,1.03714E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037141289717430,21-09-2016,link,mostly true,,119,415,102
1.84097E+14,1.03717E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037167203048172,21-09-2016,link,mostly true,,4,52,18
1.84097E+14,1.03718E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037176393047253,21-09-2016,video,mostly true,,3,47,17
1.84097E+14,1.03719E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037188766379349,21-09-2016,text,mostly true,,2,5,2
1.84097E+14,1.03722E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037217126376513,21-09-2016,link,mixture of true and false,,35,344,48
1.84097E+14,1.03723E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037225543042338,21-09-2016,video,mostly true,,27,345,85
1.84097E+14,1.03724E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037243109707248,21-09-2016,link,mostly true,,4,27,12
1.84097E+14,1.03725E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037252369706322,21-09-2016,video,mostly true,,17,74,22
1.84097E+14,1.03727E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037268776371348,21-09-2016,link,mostly true,,7,35,7
1.84097E+14,1.03729E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037288223036070,21-09-2016,link,mostly true,,11,147,47
1.84097E+14,1.0373E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037299089701650,21-09-2016,link,mostly true,,32,557,143
1.84097E+14,1.03732E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037318423033050,21-09-2016,video,no factual content,,3,20,0
1.84097E+14,1.03735E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037352739696285,21-09-2016,link,mostly true,,1,9,11
1.84097E+14,1.03737E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037371396361086,21-09-2016,video,mostly true,,8,52,10
1.84097E+14,1.03739E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037391213025771,21-09-2016,link,mostly true,,12,144,102
1.84097E+14,1.03741E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037410216357204,21-09-2016,link,mostly true,,8,31,7
1.84097E+14,1.03743E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037433849688174,21-09-2016,link,mostly true,,61,196,73
1.84097E+14,1.03746E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037464359685123,22-09-2016,link,mostly true,,9,52,17
1.84097E+14,1.03749E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037489569682602,22-09-2016,link,mostly true,,6,76,65
1.84097E+14,1.03775E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037749336323292,22-09-2016,link,mostly true,,9,111,30
1.84097E+14,1.03778E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037782196320006,22-09-2016,video,no factual content,,38,138,32
1.84097E+14,1.03781E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037810572983835,22-09-2016,video,mostly true,,8,19,18
1.84097E+14,1.03783E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037826349648924,22-09-2016,video,mostly true,,,128,5
1.84097E+14,1.03785E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037846762980216,22-09-2016,video,mostly true,,138,277,225
1.84097E+14,1.03786E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037856692979223,22-09-2016,link,mostly true,,18,46,21
1.84097E+14,1.03789E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037886152976277,22-09-2016,link,mostly true,,28,84,27
1.84097E+14,1.03789E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037889882975904,22-09-2016,video,mostly true,,,10,1
1.84097E+14,1.03792E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037919132972979,22-09-2016,link,mostly true,,5,55,24
1.84097E+14,1.03795E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037947399636819,22-09-2016,video,mostly true,,92,507,17
1.84097E+14,1.03795E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1037951726303053,22-09-2016,link,mostly true,,48,194,75
1.84097E+14,1.038E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038000319631527,22-09-2016,link,mostly true,,7,58,3
1.84097E+14,1.03803E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038027142962178,22-09-2016,video,mostly true,,38,187,105
1.84097E+14,1.03803E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038031976295028,22-09-2016,link,mostly true,,3,16,4
1.84097E+14,1.03806E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038059326292293,22-09-2016,link,mostly true,,2,63,16
1.84097E+14,1.03809E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038086542956238,22-09-2016,link,mostly true,,13,50,25
1.84097E+14,1.03811E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038114256286800,22-09-2016,link,mostly true,,7,181,28
1.84097E+14,1.03815E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038150182949874,22-09-2016,link,mostly true,,6,56,10
1.84097E+14,1.03819E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038186959612863,22-09-2016,link,mostly true,,13,115,44
1.84097E+14,1.0385E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038501679581391,23-09-2016,link,mostly true,,12,147,54
1.84097E+14,1.03854E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038539842910908,23-09-2016,video,mostly true,,9,81,19
1.84097E+14,1.03854E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038541676244058,23-09-2016,link,mostly true,,5,28,5
1.84097E+14,1.03854E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038542892910603,23-09-2016,link,mostly true,,3,99,16
1.84097E+14,1.03858E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038577226240503,23-09-2016,link,mostly true,,22,115,10
1.84097E+14,1.03864E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038636096234616,23-09-2016,link,mostly true,,9,107,21
1.84097E+14,1.03867E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038670552897837,23-09-2016,photo,mostly true,,2,12,9
1.84097E+14,1.0387E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038699376228288,23-09-2016,link,mostly true,,1,41,3
1.84097E+14,1.03876E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038757716222454,23-09-2016,link,mostly true,,6,21,8
1.84097E+14,1.03876E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038758292889063,23-09-2016,photo,mostly true,,26,178,84
1.84097E+14,1.03878E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038777582887134,23-09-2016,link,mostly true,,20,108,46
1.84097E+14,1.03879E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038788812886011,23-09-2016,video,mostly true,,,156,15
1.84097E+14,1.0388E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038804176217808,23-09-2016,link,mostly true,,9,74,21
1.84097E+14,1.03883E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038834739548085,23-09-2016,link,mostly true,,81,748,154
1.84097E+14,1.03884E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038844909547068,23-09-2016,video,mostly true,,,9,11
1.84097E+14,1.03886E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038860559545503,23-09-2016,link,mostly true,,21,160,26
1.84097E+14,1.03889E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038891872875705,23-09-2016,link,mostly true,,7,59,9
1.84097E+14,1.03892E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038922299539329,23-09-2016,link,mostly true,,6,22,8
1.84097E+14,1.03893E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038926896205536,23-09-2016,link,mostly true,,5,61,22
1.84097E+14,1.03895E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038949176203308,23-09-2016,link,mostly true,,4,28,4
1.84097E+14,1.03897E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038973039534255,23-09-2016,link,mostly true,,4,44,32
1.84097E+14,1.03898E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1038984299533129,23-09-2016,link,mostly true,,60,262,31
1.84097E+14,1.04099E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1040988309332728,26-09-2016,link,mostly true,,5,45,29
1.84097E+14,1.04104E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041035462661346,26-09-2016,link,mostly true,,14,261,59
1.84097E+14,1.04105E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041047845993441,26-09-2016,video,no factual content,,114,169,72
1.84097E+14,1.04109E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041085625989663,26-09-2016,link,mostly true,,11,63,24
1.84097E+14,1.0411E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041098459321713,26-09-2016,video,mostly true,,134,166,33
1.84097E+14,1.0411E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041100572654835,26-09-2016,video,no factual content,,205,1049,997
1.84097E+14,1.04113E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041131422651750,26-09-2016,link,mostly true,,2,26,23
1.84097E+14,1.04115E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041149182649974,26-09-2016,video,no factual content,,,35,11
1.84097E+14,1.04117E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041172582647634,26-09-2016,link,mostly true,,7,19,5
1.84097E+14,1.04119E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041192765978949,26-09-2016,video,no factual content,,,33,13
1.84097E+14,1.0412E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041201762644716,26-09-2016,video,no factual content,,39,109,31
1.84097E+14,1.04121E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041207925977433,26-09-2016,video,mostly true,,27,138,166
1.84097E+14,1.04122E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041224572642435,26-09-2016,video,mostly true,,,24,12
1.84097E+14,1.04123E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041225769308982,26-09-2016,link,mostly true,,8,22,29
1.84097E+14,1.04124E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041240549307504,26-09-2016,video,no factual content,,121,508,777
1.84097E+14,1.04125E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041248449306714,26-09-2016,link,mostly true,,15,94,54
1.84097E+14,1.04126E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041257462639146,26-09-2016,video,mostly true,,196,1014,86
1.84097E+14,1.04128E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041281559303403,26-09-2016,link,no factual content,,2,50,34
1.84097E+14,1.04132E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041316092633283,26-09-2016,video,no factual content,,8,104,29
1.84097E+14,1.04139E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041389565959269,26-09-2016,link,mostly true,,29,133,36
1.84097E+14,1.0414E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041403982624494,26-09-2016,video,no factual content,,,23,13
1.84097E+14,1.04141E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041412349290324,26-09-2016,video,no factual content,,,13,9
1.84097E+14,1.04142E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041420999289459,26-09-2016,video,mostly true,,19,131,13
1.84097E+14,1.04142E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041422675955958,26-09-2016,video,no factual content,,,217,79
1.84097E+14,1.04143E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041428705955355,26-09-2016,video,no factual content,,70,398,120
1.84097E+14,1.04145E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041453792619513,26-09-2016,video,no factual content,,5,34,17
1.84097E+14,1.04147E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041471579284401,26-09-2016,video,mostly true,yes,12,67,23
1.84097E+14,1.04148E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041476135950612,26-09-2016,video,mostly true,yes,38,154,39
1.84097E+14,1.04149E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041488142616078,26-09-2016,link,mostly true,,10,82,6
1.84097E+14,1.04149E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041488579282701,26-09-2016,video,mostly true,yes,7,36,13
1.84097E+14,1.04149E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041489252615967,26-09-2016,photo,mostly true,yes,,2,0
1.84097E+14,1.0415E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041496015948624,26-09-2016,photo,mostly true,yes,20,39,5
1.84097E+14,1.0415E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041497742615118,26-09-2016,video,mostly true,yes,66,55,25
1.84097E+14,1.0415E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041504122614480,26-09-2016,video,mostly true,yes,7,29,15
1.84097E+14,1.0415E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041504402614452,26-09-2016,photo,mostly true,yes,7,30,9
1.84097E+14,1.04151E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041512352613657,26-09-2016,photo,mostly true,yes,4,17,8
1.84097E+14,1.04151E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041513895946836,26-09-2016,video,mostly true,yes,13,43,28
1.84097E+14,1.04152E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041523679279191,26-09-2016,photo,mostly true,yes,3,5,12
1.84097E+14,1.04153E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041531655945060,26-09-2016,link,mostly true,yes,22,175,67
1.84097E+14,1.04153E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041533232611569,26-09-2016,photo,mostly true,yes,4,26,28
1.84097E+14,1.04154E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041535642611328,26-09-2016,link,mostly true,yes,10,97,39
1.84097E+14,1.04154E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041543859277173,26-09-2016,link,no factual content,yes,228,447,147
1.84097E+14,1.04156E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041555632609329,26-09-2016,photo,mostly true,yes,6,43,14
1.84097E+14,1.04156E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041560069275552,26-09-2016,video,mostly true,yes,37,62,40
1.84097E+14,1.04156E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041562635941962,26-09-2016,photo,mostly true,yes,8,40,16
1.84097E+14,1.04156E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041564352608457,26-09-2016,photo,mostly true,yes,20,207,50
1.84097E+14,1.04157E+15,mainstream,ABC News Politics,https://www.facebook.com/ABCNewsPolitics/posts/1041569205941305,26-09-2016,photo,mostly true,yes,4,24,25
